fullNameForSearch,position,archetype,yearsPro,overall,speed,acceleration,agility,changeOfDirection,strength,jumping,awareness,breakTackle,carrying,jukeMove,spinMove,stiffArm,trucking,bCVision,kickReturn,throwPower,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,throwOnTheRun,throwUnderPressure,playAction,breakSack,catching,catchInTraffic,spectacularCatch,shortRouteRunning,mediumRouteRunning,deepRouteRunning,release,passBlock,passBlockPower,passBlockFinesse,runBlock,runBlockPower,runBlockFinesse,leadBlock,impactBlocking,tackle,hitPower,pursuit,playRecognition,powerMoves,finesseMoves,blockShedding,manCoverage,zoneCoverage,press,kickPower,kickAccuracy,stamina,injury,toughness,jerseyNum,plyrHandedness,team,teamId,college,plyrPortrait,totalSalary,signingBonus,primaryKey,plyrAssetname
Jake Matthews,LT,OT_PassProtector,9,82,68,72,69,57,86,75,92,23,45,10,15,20,37,28,10,25,6,6,6,6,13,6,12,40,35,25,28,18,10,35,85,85,85,77,75,79,88,84,45,40,50,30,35,30,40,12,15,10,22,20,94,98,87,70,Right,Falcons,14,Texas AM,6514,"$48,500,000 ","$53,240,000 ",12349,MatthewsJake_12349
Bijan Robinson,HB,HB_ElusiveBack,0,81,91,92,89,91,81,90,73,86,90,86,79,82,83,86,71,37,36,31,23,30,22,20,37,70,63,58,71,63,58,63,57,46,39,46,40,39,49,52,36,34,37,22,10,10,32,13,15,18,23,19,87,93,90,7,Right,Falcons,14,Texas,2613,"$3,830,000 ","$18,110,000 ",22690,RobinsonBijan_22690
Drake London,WR,WR_Physical,1,80,88,92,88,88,75,95,83,83,73,82,76,73,76,84,38,25,20,15,10,12,14,10,21,90,86,86,79,77,72,80,33,25,20,50,27,24,29,48,28,25,29,15,10,10,23,11,18,14,14,17,83,89,88,5,Right,Falcons,14,USC,1813,"$8,690,000 ","$12,840,000 ",22068,LondonDrake_22068
Younghoe Koo,K,KP_Power,6,80,71,74,63,56,47,74,72,16,39,16,19,17,18,30,8,36,33,26,22,20,12,17,16,36,10,12,10,10,10,12,10,16,14,15,16,16,15,15,36,27,27,18,10,10,31,15,20,10,92,86,88,91,69,6,Right,Falcons,14,Ga. Southern,9837,"$18,000,000 ","$6,250,000 ",12936,KooYounghoe_12936
Kaleb McGary,RT,OT_Power,4,78,71,75,62,52,87,81,89,35,46,33,31,36,34,30,10,30,6,6,6,6,10,6,12,52,47,41,36,29,23,46,70,74,66,89,84,94,87,80,34,35,27,53,48,34,38,15,20,10,20,15,87,90,98,76,Right,Falcons,14,Washington,9564,"$18,000,000 ","$16,000,000 ",20362,McGaryKaleb_20362
Tyler Allgeier,HB,HB_PowerBack,1,78,86,89,83,79,78,80,80,90,94,79,74,80,85,84,68,30,20,15,10,18,17,16,25,67,45,43,54,47,38,42,61,35,30,41,27,34,44,45,40,43,44,26,21,17,34,17,25,19,18,13,85,91,87,25,Right,Falcons,14,BYU,1132,"$3,670,000 ","$320,000 ",22315,AllgeierTyler_22315
Jeff Okudah,CB,CB_Slot,3,77,91,90,89,86,66,91,77,54,64,71,64,39,33,65,50,21,16,11,7,22,14,21,33,62,52,63,36,33,27,39,23,35,35,27,35,35,16,55,70,58,80,75,32,38,51,76,80,79,15,12,89,83,75,1,Right,Falcons,14,Ohio State,489,"$500,000 ","$3,180,000 ",21010,OkudahJeff_21010
Lorenzo Carter,ROLB,OLB_SpeedRusher,5,77,87,90,84,72,74,86,76,18,43,48,40,28,33,38,10,20,6,6,6,6,16,6,12,52,32,40,13,6,3,15,45,45,45,45,45,45,22,73,85,79,84,75,65,75,74,49,59,46,17,17,81,88,86,0,Right,Falcons,14,Georgia,8840,"$7,000,000 ","$2,000,000 ",13156,CarterLorenzo_13156
Mike Hughes,CB,CB_MantoMan,5,77,91,93,92,90,67,85,74,63,72,81,73,41,44,73,82,23,6,6,6,6,18,6,17,76,69,74,35,30,26,24,35,35,35,35,35,35,15,57,58,69,73,72,23,31,47,76,72,85,22,24,90,85,84,21,Right,Falcons,14,UCF,8929,"$3,670,000 ","$3,300,000 ",13148,HughesMike_13148
Richie Grant,SS,S_Zone,2,77,87,92,89,82,58,83,78,53,65,72,68,44,35,73,62,23,12,12,11,14,12,11,15,74,65,67,37,35,34,34,35,35,35,35,35,35,41,62,68,85,75,77,43,55,60,66,81,62,19,16,95,91,90,27,Right,Falcons,14,UCF,1208,"$4,910,000 ","$3,360,000 ",21669,GrantRichie_21669
Bradley Pinion,P,KP_Power,8,76,64,67,59,49,53,70,64,9,40,10,10,10,15,15,10,52,51,42,32,24,30,25,16,39,15,15,15,15,15,15,25,15,13,29,16,16,16,22,29,15,35,20,10,10,19,15,15,10,93,79,85,92,55,13,Right,Falcons,14,Clemson,7281,"$4,070,000 ","$4,580,000 ",2604,PinionBradley_2604
David Onyemata,LE,DE_PowerRusher,7,75,68,80,70,56,89,80,83,10,30,17,11,29,26,13,10,13,6,6,6,6,17,6,12,41,15,25,10,3,2,12,44,45,45,45,45,45,28,78,81,81,82,80,78,62,76,22,33,10,29,12,76,91,85,90,Right,Falcons,14,Manitoba,8169,"$11,500,000 ","$23,500,000 ",17829,OnyemataDavid_17829
Eddie Goldman,DT,DT_RunStopper,7,75,62,58,61,52,93,63,81,10,40,10,10,10,25,10,10,21,6,6,6,6,10,6,12,25,15,15,15,7,3,15,45,45,45,45,45,45,36,86,82,84,83,81,76,56,74,21,28,16,24,18,79,85,84,91,Right,Falcons,14,Florida State,7136,"$400,000 ","$690,000 ",2546,GoldmanEddie_2546
Jonnu Smith,TE,TE_VerticalThreat,6,74,86,87,79,78,78,88,68,75,73,79,75,77,69,79,20,35,6,6,6,6,10,6,13,80,80,84,70,66,65,72,59,58,56,57,54,57,54,68,29,37,41,15,25,25,30,15,20,10,26,26,85,89,80,81,Right,Falcons,14,FIU,8731,"$9,910,000 ","$19,160,000 ",12700,SmithJonnu_12700
Mack Hollins,WR,WR_DeepThreat,6,74,90,88,84,74,63,85,79,71,74,73,66,73,59,76,50,27,25,20,15,23,22,10,22,85,82,84,78,77,78,76,55,20,19,61,39,32,43,61,51,59,68,20,10,10,49,11,22,10,17,12,79,93,87,18,Left,Falcons,14,North Carolina,8590,"$1,590,000 ","$910,000 ",12665,HollinsMack_12665
Tre Flowers,CB,CB_Zone,5,74,91,93,82,80,66,83,73,44,60,65,59,44,45,59,35,26,6,6,6,6,10,6,27,67,51,60,22,12,10,22,35,35,35,35,35,35,19,57,67,74,74,72,33,40,58,72,76,79,19,10,89,90,87,33,Right,Falcons,14,Oklahoma St.,8890,"$590,000 ","$500,000 ",13299,FlowersTre_13299
Bud Dupree,LOLB,OLB_PowerRusher,8,73,84,86,76,67,76,93,71,15,50,46,45,43,40,39,10,33,6,6,6,6,14,6,12,62,26,36,15,5,5,30,45,45,45,45,45,45,19,79,80,88,84,72,76,66,72,43,56,56,25,20,80,81,84,48,Right,Falcons,14,Kentucky,7095,"$400,000 ","$2,420,000 ",2532,DupreeBud_2532
Drew Dalman,C,C_Agile,2,73,71,76,69,54,87,80,83,5,34,10,10,10,25,10,10,15,6,6,6,6,10,6,12,25,15,15,15,5,5,15,67,65,69,75,67,83,82,84,32,25,31,31,10,10,27,9,11,10,15,14,81,92,82,67,Right,Falcons,14,Stanford,803,"$3,490,000 ","$760,000 ",21547,DalmanDrew_21547
Kaden Elliss,MLB,MLB_FieldGeneral,4,73,82,88,86,77,72,83,79,33,65,56,42,36,38,49,15,66,46,41,37,44,47,33,38,52,50,53,23,13,7,20,45,45,45,45,45,45,19,74,81,84,83,78,59,69,71,55,65,45,19,15,80,87,85,55,Right,Falcons,14,Idaho,119,"$9,750,000 ","$11,750,000 ",20749,EllissKaden_20749
Mykal Walker,MLB,MLB_FieldGeneral,3,73,86,88,81,75,72,80,76,44,47,60,51,52,40,53,10,25,6,6,6,6,15,6,12,66,42,52,33,25,20,20,47,45,45,47,45,45,24,73,84,84,82,76,56,63,67,59,67,42,17,14,87,91,88,3,Right,Falcons,14,Fresno State,642,"$5,030,000 ","$750,000 ",21253,WalkerMykal_21253
Scotty Miller,WR,WR_DeepThreat,4,73,95,93,86,92,54,82,68,66,72,76,70,48,30,76,74,35,35,30,18,30,24,19,23,85,80,81,75,73,78,67,26,10,11,46,15,11,18,36,27,18,36,24,10,10,24,19,26,18,17,13,84,86,80,16,Right,Falcons,14,Bowling Green St.,460,"$940,000 ","$150,000 ",20739,MillerScotty_20739
Jaylinn Hawkins,SS,S_Zone,3,72,88,89,83,80,63,85,74,45,55,66,61,51,48,63,60,27,6,6,6,6,12,6,15,74,60,72,40,37,30,32,30,35,35,30,35,35,10,62,61,87,78,75,50,44,61,68,74,65,28,24,91,88,81,32,Right,Falcons,14,California,339,"$5,030,000 ","$670,000 ",21272,HawkinsJaylinn_21272
Arnold Ebiketie,LOLB,OLB_SpeedRusher,1,71,84,87,85,74,76,87,65,14,45,21,16,25,24,21,10,23,6,6,6,6,12,6,12,45,32,34,24,16,13,30,45,45,45,45,45,45,14,79,77,78,83,63,68,77,71,30,40,25,15,16,81,92,91,47,Right,Falcons,14,Penn State,1558,"$5,200,000 ","$3,600,000 ",22147,EbiketieArnold_22147
Clark Phillips III,CB,CB_MantoMan,0,71,89,94,89,90,60,80,71,65,57,75,70,58,30,77,55,23,15,12,10,7,15,8,12,76,64,67,29,24,21,28,35,35,35,35,35,35,18,41,40,55,62,72,31,39,41,74,70,61,13,11,91,93,81,34,Right,Falcons,14,Utah,2354,"$3,830,000 ","$760,000 ",23035,PhillipsIIIClark_23035
KhaDarel Hodge,WR,WR_DeepThreat,5,71,88,90,85,80,58,88,74,73,72,81,75,47,40,74,67,57,45,41,36,48,32,39,41,84,79,83,74,73,75,68,35,10,17,49,19,10,21,44,31,51,38,18,10,10,29,13,25,18,20,16,82,88,83,12,Right,Falcons,14,P. View AM,130,"$1,060,000 ",$0 ,13870,HodgeKhaDarel_13870
Matthew Bergeron,LG,G_Power,0,71,63,75,71,59,89,75,67,9,28,17,11,24,29,17,10,23,6,6,6,6,14,6,12,31,10,12,25,14,10,19,72,77,67,76,75,77,73,87,30,35,21,13,20,15,25,10,9,10,33,31,86,93,88,65,Right,Falcons,14,Syracuse,1458,"$5,200,000 ","$3,600,000 ",22878,BergeronMatthew_22878
Desmond Ridder,QB,QB_StrongArm,1,70,88,91,79,81,64,86,69,56,57,61,49,52,45,85,11,91,82,79,79,80,76,82,71,48,17,21,20,15,11,15,14,15,12,18,13,12,15,23,27,17,27,12,10,10,21,10,12,10,19,15,87,92,94,9,Right,Falcons,14,Cincinnati,1912,"$4,290,000 ","$1,080,000 ",22047,RidderDesmond_22047
Matt Hennessy,LG,G_Agile,3,70,66,70,69,58,85,74,64,8,30,10,10,29,27,10,10,27,6,6,6,6,10,6,12,26,15,15,15,5,5,15,72,69,74,76,74,78,80,81,21,28,30,15,10,10,20,12,15,10,25,25,88,90,93,61,Right,Falcons,14,Temple,343,"$5,220,000 ","$1,000,000 ",20975,HennessyMatt_20975
Ta'Quon Graham,RE,DE_PowerRusher,2,69,75,80,72,58,86,79,68,24,25,32,27,28,30,41,9,23,6,6,6,6,12,6,12,25,14,14,12,5,3,15,44,44,45,45,46,45,14,79,78,80,80,66,71,65,72,19,27,19,17,17,77,92,88,95,Right,Falcons,14,Texas,817,"$3,490,000 ","$340,000 ",21520,GrahamTaQuon_21520
Darren Hall,CB,CB_Zone,2,68,90,91,80,84,60,91,68,40,53,66,58,39,42,48,50,27,6,6,6,6,16,6,10,65,59,63,21,11,10,39,35,35,35,35,35,35,21,43,59,63,66,69,41,48,45,62,70,70,21,15,89,86,84,23,Right,Falcons,14,San Diego St.,1217,"$3,490,000 ","$800,000 ",21487,HallDarren_21487
Jalen Mayfield,RG,G_Power,2,68,59,69,56,50,91,71,64,12,21,10,12,23,32,21,10,13,6,6,6,6,12,6,12,20,15,17,10,5,5,12,63,65,61,75,77,72,85,87,27,29,35,21,25,27,30,10,12,10,21,17,82,84,82,77,Right,Falcons,14,Michigan,726,"$4,060,000 ","$1,150,000 ",21539,MayfieldJalen_21539
Taylor Heinicke,QB,QB_Scrambler,8,68,83,86,82,81,58,83,69,58,62,65,67,43,36,83,5,83,85,78,78,81,80,78,79,41,15,17,10,10,10,12,21,21,21,14,19,19,10,14,25,10,34,23,5,5,25,7,7,5,23,18,75,88,86,4,Right,Falcons,14,Old Dominion,7169,"$8,320,000 ","$5,680,000 ",2392,HeinickeTaylor_2392
Zach Harrison,ROLB,OLB_RunStopper,0,68,83,87,73,61,81,83,69,34,35,44,37,64,45,46,10,23,20,14,13,22,12,5,26,46,41,49,29,26,24,32,40,40,40,45,45,45,32,83,82,85,79,66,67,59,73,32,40,44,15,12,72,89,83,96,Right,Falcons,14,Ohio State,2182,"$4,510,000 ","$1,040,000 ",22920,HarrisonZach_22920
Deangelo Malone,ROLB,OLB_SpeedRusher,1,67,87,90,82,74,72,85,67,22,32,43,35,31,32,30,10,21,6,6,6,6,10,6,15,37,29,31,15,8,6,12,45,45,45,45,45,45,21,69,75,80,78,63,63,71,65,20,30,24,32,27,76,92,78,51,Right,Falcons,14,W. Kentucky,1824,"$4,220,000 ","$1,000,000 ",22152,MaloneDeangelo_22152
Cornell Armstrong,CB,CB_MantoMan,5,66,89,92,82,82,62,88,62,48,59,70,64,28,10,64,42,21,6,6,6,6,13,6,10,64,43,60,20,10,10,12,35,35,35,35,35,35,17,46,62,64,67,59,28,37,48,67,57,72,14,11,88,86,75,22,Right,Falcons,14,Southern Miss,9701,"$1,080,000 ","$10,000 ",13471,ArmstrongCornell_13471
Dee Alford,CB,CB_MantoMan,2,66,87,90,86,85,49,85,66,67,60,74,67,32,33,78,77,22,6,6,6,6,12,6,12,71,62,72,30,25,21,33,13,33,34,18,33,34,15,37,50,51,68,64,30,33,41,70,67,62,14,15,85,88,78,20,Right,Falcons,14,Tusculum College,0,"$2,560,000 ","$10,000 ",22628,AlfordDee_22628
Penny Hart,WR,WR_Playmaker,3,66,87,91,86,83,58,80,55,68,72,76,71,47,46,77,80,21,15,10,6,10,19,6,22,78,77,79,72,72,71,62,30,15,12,44,19,26,23,43,38,36,45,20,10,10,33,15,22,17,17,12,84,89,80,19,Right,Falcons,14,Georgia State,129,"$1,010,000 ",$0 ,20471,HartPenny_20471
Troy Andersen,MLB,MLB_FieldGeneral,1,66,92,94,87,85,68,86,72,71,76,65,55,58,63,76,10,53,51,46,44,55,39,53,63,67,58,57,35,30,24,37,53,54,52,56,54,57,59,78,77,84,79,65,40,45,67,52,54,55,24,21,85,87,86,44,Right,Falcons,14,Montana State,1133,"$4,500,000 ","$1,600,000 ",22194,AndersenTroy_22194
Adetokunbo Ogundeji,LOLB,OLB_PowerRusher,2,65,79,79,77,61,79,79,72,14,34,30,24,30,29,26,10,18,6,6,6,6,10,6,12,34,19,18,14,7,3,12,45,45,45,45,45,45,11,79,75,76,79,75,69,63,68,32,44,19,18,13,81,89,82,92,Right,Falcons,14,Notre Dame,951,"$3,490,000 ","$240,000 ",21686,OgundejiAdetokunbo_21686
DeMarcco Hellams,SS,S_RunSupport,0,65,87,92,76,74,70,76,64,67,68,73,64,52,52,74,67,38,35,31,25,38,23,21,42,71,65,71,55,49,47,52,35,35,35,35,35,35,35,64,75,84,75,60,45,49,63,64,62,71,25,15,87,92,85,37,Right,Falcons,14,Alabama,2185,"$3,830,000 ","$120,000 ",23050,HellamsDeMarcco_23050
Jonotthan Harrison,C,C_Power,9,65,63,61,54,48,85,68,80,5,45,10,10,30,20,10,10,30,6,6,6,6,10,6,12,45,15,15,15,5,5,15,68,70,67,68,71,66,77,78,35,20,29,15,10,10,20,12,15,10,25,25,82,90,75,62,Right,Falcons,14,Florida,6442,"$940,000 ",$0 ,2202,HarrisonJonotthan_2202
Tae Davis,MLB,MLB_RunStopper,5,65,79,83,78,69,73,82,72,25,53,60,52,45,43,49,30,21,22,17,12,15,14,10,22,49,32,45,15,5,5,15,45,45,45,45,45,45,17,71,79,76,78,73,57,51,64,50,58,45,17,12,82,84,75,50,Right,Falcons,14,Tenn-Chat,9746,"$1,050,000 ",$0 ,13623,DavisTae_13623
Caleb Huntley,HB,HB_ElusiveBack,2,64,83,86,83,80,66,85,68,76,86,78,74,69,73,77,40,26,20,15,10,15,15,10,22,59,48,48,50,43,46,42,51,35,35,35,25,22,33,32,41,36,41,18,19,18,34,17,23,15,21,18,79,85,78,42,Right,Falcons,14,Ball State,1104,"$870,000 ",$0 ,21726,HuntleyCaleb_21726
Frank Darby,WR,WR_DeepThreat,2,64,88,90,83,84,65,85,67,74,74,71,69,53,53,74,25,31,20,15,10,18,22,10,24,76,77,78,65,65,68,66,36,22,18,48,32,27,28,49,36,30,42,22,13,13,38,21,29,21,16,11,82,88,79,88,Right,Falcons,14,Arizona St.,1079,"$940,000 ",$0 ,21589,DarbyFrank_21589
J.J. Arcega-Whiteside,TE,TE_VerticalThreat,4,64,87,89,77,74,74,88,45,74,77,71,70,71,62,77,35,34,15,10,6,10,19,6,22,78,80,82,62,63,62,64,50,45,48,53,49,53,38,56,36,21,36,18,11,11,34,17,23,17,19,16,82,87,83,83,Right,Falcons,14,Stanford,9370,"$1,010,000 ",$0 ,20344,ArcegaWhitesideJJ_20344
John FitzPatrick,TE,TE_Blocking,1,64,80,83,67,63,79,83,73,50,76,57,52,62,60,61,10,23,13,10,6,11,6,5,18,73,70,68,60,56,49,64,62,57,64,65,59,63,64,68,41,44,44,39,38,36,45,12,15,15,36,31,82,86,89,87,Right,Falcons,14,Georgia,2713,"$3,770,000 ","$120,000 ",22345,FitzPatrickJohn_22345
Jovaughn Gwyn,RG,G_Agile,0,64,68,77,57,54,89,69,71,7,30,12,11,22,17,10,10,19,7,6,5,5,10,6,11,26,12,14,12,8,5,11,70,67,73,62,59,65,79,74,40,40,26,38,32,33,30,12,11,10,22,20,84,92,80,56,Right,Falcons,14,South Carolina,2176,"$3,830,000 ","$120,000 ",23125,GwynJovaughn_23125
Justin Shaffer,LG,G_Power,1,64,68,75,50,52,83,65,64,10,29,10,10,32,20,15,10,24,6,6,6,6,8,6,12,23,10,10,10,5,5,20,65,68,62,71,75,67,74,82,25,30,28,15,20,12,24,10,10,10,20,15,82,87,83,75,Right,Falcons,14,Georgia,1941,"$750,000 ",$0 ,22133,ShafferJustin_22133
Andre Smith Jr,MLB,MLB_RunStopper,5,63,85,88,73,73,72,79,55,31,51,34,29,37,46,45,10,30,6,6,6,6,12,6,12,59,40,35,10,6,5,20,45,45,45,45,45,45,19,77,82,84,79,58,56,55,68,45,58,46,16,12,79,86,81,59,Right,Falcons,14,North Carolina,9059,"$940,000 ",$0 ,13439,SmithAndre_13439
Carlos Davis,DT,DT_RunStopper,3,63,78,83,61,59,85,76,62,10,40,10,10,32,28,10,15,29,6,6,6,6,10,6,12,30,10,12,15,10,6,12,47,45,45,50,47,49,48,77,78,78,76,59,63,60,62,12,20,10,26,21,68,83,79,74,Right,Falcons,14,Nebraska,237,"$940,000 ",$0 ,21244,DavisCarlos_21244
Keith Smith II,FB,FB_Blocking,9,63,73,68,81,67,77,76,79,42,75,64,55,58,59,55,10,25,6,6,6,6,16,6,12,62,48,41,53,43,35,47,63,39,35,61,53,47,77,59,73,71,75,59,55,62,49,62,69,73,20,20,79,90,74,40,Right,Falcons,14,San Jose St.,7605,"$1,170,000 ",$0 ,2365,SmithKeith_2365
Nate Landman,MLB,MLB_RunStopper,1,63,77,84,78,72,74,87,65,45,58,50,46,45,49,53,10,42,42,40,35,33,21,25,34,49,47,47,45,42,39,44,45,45,45,45,45,45,35,78,82,88,78,67,45,40,60,45,50,54,12,13,83,85,92,53,Right,Falcons,14,Colorado,1804,"$870,000 ",$0 ,22409,LandmanNate_22409
Avery Williams,HB,HB_ElusiveBack,2,62,90,89,86,90,57,81,56,71,73,79,76,55,51,74,81,27,6,6,6,6,10,6,14,58,57,62,48,41,36,40,44,35,35,30,30,30,22,42,55,59,71,62,29,36,53,63,60,62,18,17,87,90,86,26,Right,Falcons,14,Boise State,1277,"$3,480,000 ","$240,000 ",21709,WilliamsAvery_21709
Joe Gaziano,RE,DE_PowerRusher,3,62,70,82,67,58,81,79,55,15,44,25,25,33,34,36,10,35,6,6,6,6,12,6,12,42,33,29,22,15,12,12,45,45,45,45,45,45,18,81,77,78,77,53,68,61,68,25,29,35,38,33,75,89,86,99,Right,Falcons,14,Northwestern,2500,"$1,010,000 ",$0 ,21233,GazianoJoe_21233
Micah Abernathy,FS,S_Zone,2,62,88,90,92,89,61,91,54,52,59,70,64,30,34,65,50,27,6,6,6,6,9,6,20,69,61,71,35,27,24,25,30,33,34,35,33,34,15,46,63,67,72,57,25,33,49,58,66,57,18,17,85,86,78,29,Right,Falcons,14,Tennessee,0,"$870,000 ",$0 ,22647,AbernathyMicah_22647
Timmy Horne,LE,DE_RunStopper,1,62,64,63,66,54,85,84,62,20,29,14,12,25,27,10,10,20,6,6,6,6,15,6,12,24,15,15,15,7,3,15,45,45,45,45,45,45,35,83,79,73,76,65,66,54,72,11,12,10,15,16,72,89,87,98,Right,Falcons,14,Kansas State,0,"$2,560,000 ","$10,000 ",22540,HorneTimmy_22540
LaCale London,LE,DE_PowerRusher,3,61,67,79,67,52,83,79,53,15,28,20,18,29,26,22,16,24,6,6,6,6,14,6,12,25,16,16,10,5,3,13,45,45,45,45,45,45,20,78,75,78,76,55,69,57,63,16,22,12,22,15,73,87,81,72,Right,Falcons,14,W. Illinois,970,"$750,000 ",$0 ,21951,LondonLaCale_21951
Dorian Etheridge,MLB,MLB_RunStopper,2,60,76,88,77,69,71,84,56,41,54,52,45,41,40,47,30,25,15,10,10,15,13,15,12,50,42,45,21,15,12,26,45,45,45,45,45,45,20,75,78,76,80,64,45,50,60,46,55,57,15,19,85,92,79,52,Right,Falcons,14,Louisville,863,"$870,000 ",$0 ,21990,EtheridgeDorian_21990
Mark Andrews,TE,TE_VerticalThreat,5,95,87,91,80,77,81,93,96,73,73,80,68,80,73,86,10,25,15,10,5,10,15,5,16,95,91,91,87,83,78,84,54,50,54,68,63,66,49,67,27,25,32,15,10,10,28,12,15,10,12,10,96,92,89,89,Right,Ravens,25,Oklahoma,8802,"$33,920,000 ","$25,880,000 ",13112,AndrewsMark_13112
Marlon Humphrey,CB,CB_MantoMan,6,93,92,94,87,89,74,85,92,56,62,76,61,36,29,68,62,22,6,6,6,6,10,6,16,72,52,62,15,11,10,15,35,35,35,35,35,35,20,60,69,78,77,93,37,51,57,94,91,94,30,25,97,88,79,44,Right,Ravens,25,Alabama,8595,"$63,810,000 ","$47,940,000 ",12544,HumphreyMarlon_12544
Roquan Smith,MLB,MLB_FieldGeneral,5,92,87,91,88,82,80,81,85,36,54,47,31,35,39,41,10,25,10,8,6,13,10,10,12,70,40,39,13,12,11,22,45,45,45,45,45,45,22,84,97,87,95,86,68,60,76,74,80,56,14,22,98,95,95,0,Right,Ravens,25,Georgia,9061,"$57,500,000 ","$42,500,000 ",13082,SmithRoquan_13082
Justin Tucker,K,KP_Accurate,11,91,73,77,63,56,40,41,80,5,35,10,10,10,10,10,10,28,35,30,25,23,26,20,15,52,27,68,22,17,13,12,17,17,17,12,12,12,12,12,13,12,15,10,10,10,13,12,12,10,99,99,85,96,62,9,Right,Ravens,25,Texas,6131,"$19,550,000 ","$16,320,000 ",11814,TuckerJustin_11814
Lamar Jackson,QB,QB_Improviser,5,91,96,96,95,95,63,91,92,81,70,90,83,76,39,97,10,93,89,86,84,95,89,97,95,26,17,15,20,15,13,17,13,13,13,14,14,14,21,29,35,27,38,10,12,10,16,12,12,10,12,19,92,89,96,8,Right,Ravens,25,Louisville,8940,"$58,000,000 ","$21,500,000 ",13092,JacksonLamar_13092
Ronnie Stanley,LT,OT_PassProtector,7,90,65,69,69,57,90,71,89,8,32,22,13,19,27,15,9,22,6,6,6,6,16,6,12,24,22,20,19,9,6,22,92,92,93,84,86,82,84,85,31,42,29,18,18,14,27,11,13,9,20,17,87,85,76,79,Right,Ravens,25,Notre Dame,8225,"$49,540,000 ","$62,070,000 ",17545,StanleyRonnie_17545
Marcus Williams,FS,S_Zone,6,88,88,90,86,84,70,97,90,49,75,76,63,45,42,66,59,25,6,6,6,6,18,6,14,80,62,74,24,14,10,18,35,35,35,35,35,35,12,57,74,79,84,89,33,41,62,85,88,70,20,20,91,91,85,32,Right,Ravens,25,Utah,8779,"$40,120,000 ","$29,870,000 ",12573,WilliamsMarcus_12573
Kevin Zeitler,RG,G_PassProtector,11,85,59,64,57,52,91,72,93,6,40,10,10,10,20,10,10,12,6,6,6,6,14,6,12,15,15,15,15,5,5,15,86,88,84,75,76,73,86,89,25,20,21,13,10,10,15,13,15,10,18,16,94,95,96,70,Right,Ravens,25,Wisconsin,5582,"$2,160,000 ","$16,070,000 ",11489,ZeitlerKevin_11489
Odell Beckham Jr,WR,WR_Playmaker,9,85,91,93,92,91,53,96,74,83,73,96,87,78,43,93,79,67,53,49,47,36,30,12,39,87,89,96,81,82,83,83,51,25,25,57,38,32,22,54,40,15,39,22,10,10,44,18,22,45,85,53,88,81,86,3,Right,Ravens,25,LSU,6340,"$500,000 ","$3,430,000 ",10829,BeckhamJrOdell_10829
Michael Pierce,DT,DT_RunStopper,7,83,69,78,65,48,93,68,84,17,28,23,17,32,52,24,9,24,6,6,6,6,15,6,12,26,14,16,13,5,3,15,44,44,45,45,46,45,40,91,85,77,86,88,78,61,83,19,27,13,23,19,74,82,82,58,Right,Ravens,25,Samford,8397,"$1,170,000 ","$2,070,000 ",12433,PierceMichael_12433
Kyle Hamilton,SS,S_RunSupport,1,82,88,88,86,78,72,90,80,57,68,73,65,55,55,70,35,36,28,24,20,33,20,15,35,76,68,72,37,34,32,44,35,35,35,35,35,35,34,67,77,86,80,83,52,59,64,79,79,82,22,21,90,89,87,14,Right,Ravens,25,Notre Dame,1753,"$7,250,000 ","$9,000,000 ",22226,HamiltonKyle_22226
Patrick Ricard,FB,FB_Blocking,6,81,69,74,73,62,88,81,82,56,68,62,58,69,68,64,9,23,6,6,6,6,17,6,12,69,45,40,54,43,35,42,65,46,41,72,62,58,96,79,79,77,72,74,74,66,72,53,58,36,17,17,88,84,90,42,Right,Ravens,25,Maine,9274,"$6,100,000 ","$5,150,000 ",12959,RicardPatrick_12959
Patrick Queen,MLB,MLB_FieldGeneral,3,80,87,89,86,78,70,84,87,52,73,72,60,52,64,71,15,27,6,6,6,6,13,6,12,69,50,55,55,48,37,38,45,45,45,45,45,45,23,75,83,84,88,86,55,64,72,60,70,53,20,20,91,92,84,6,Right,Ravens,25,LSU,538,"$5,760,000 ","$6,400,000 ",20999,QueenPatrick_20999
Tyler Linderbaum,C,C_Agile,1,80,76,82,69,59,84,72,84,18,35,10,10,28,25,20,10,21,6,6,6,6,10,6,14,28,14,15,15,10,5,15,75,73,78,85,84,87,92,85,41,33,42,36,39,36,44,10,10,10,23,21,89,92,93,64,Right,Ravens,25,Iowa,1810,"$6,440,000 ","$6,800,000 ",22274,LinderbaumTyler_22274
Morgan Moses,RT,OT_Power,9,79,58,48,55,45,89,66,92,6,45,10,10,30,20,10,10,30,6,6,6,6,15,6,12,35,15,15,15,5,5,15,79,78,79,84,84,84,83,86,30,20,28,15,10,10,20,12,15,10,25,25,86,93,93,78,Left,Ravens,25,Virginia,6531,"$10,000,000 ","$5,000,000 ",12361,MosesMorgan_12361
Nelson Agholor,WR,WR_Playmaker,8,79,91,91,91,84,65,87,78,82,72,87,83,67,51,85,80,41,38,33,28,38,30,19,27,82,83,87,79,79,79,79,24,10,10,53,36,30,20,40,21,15,26,24,10,10,25,18,22,10,41,31,85,89,78,15,Right,Ravens,25,USC,6985,"$500,000 ","$1,080,000 ",2442,AgholorNelson_2442
